Product_Name,Product_Price,Warranty_Period(Months),Processor_Type,Screen_Size(inch),Operating_System,Color,Storage_Capacity,RAMGB,Touch_Display,Battery_Type,Storage_Type,Storage_Capacity_GB,Pixels_Width,Pixels_Height,Processor_Type_encoded,Operating_System_encoded,Color_encoded,Battery_Type_encoded,Storage_Type_encoded,kmeans
Dell G15 5530 Gaming,6699,24.0,Intel Core i9-13900HX (13th Gen),15.6,Dos,Dark Shadow Grey,1TB SSD M.2,32,False,"6-Cell Battery, 86WH, integrated",SSD M.2,1024.0,1920,1080,83,0,10,18,14,1
IdeaPad 1 15IAU7,2099,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Cloud Grey,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,64,0,7,1,14,0
ASUS ROG Strix G17 G713RC-HX040,3899,24.0,AMD Ryzen 7-6800H,17.3,Dos,ECLIPSE GRAY,1TB SSD M.2,16,False,"56WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,10,0,14,16,14,1
Apple MacBook Pro 14-Inch M3 Pro,10999,24.0,Apple M3 Pro chip,14.2,macOS Sonoma,Space Black,1TB SSD,18,False,72.4-watt-hour lithium-polymer battery,SSD,1024.0,4480,2520,22,12,62,21,13,1
Dell Vostro 15 3520,1849,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Black,512GB SSD M.2,16,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,47,0,5,6,14,0
Asus TUF Gaming FX707ZC4-HX062,3149,24.0,Intel Core i5-12500H (12th Gen),17.3,Dos,Mecha Gray,1TB SSD M.2,16,False,"56WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,51,0,34,16,14,1
Yoga Slim 7 ProX 14ARH7,3599,24.0,AMD Ryzen 7-6800HS,14.5,Windows 11 Home,Onyx Grey,512GB SSD M.2,16,False,"4 Cell, Integrated 70Wh",SSD M.2,512.0,3072,1920,11,6,47,8,14,0
Apple MacBook Air M3,5799,24.0,Apple M3 chip,13.6,macOS Sonoma,Starlight,512GB SSD,8,False,52.6-watt‑hour lithium‑polymer battery,SSD,512.0,2560,1664,23,12,66,15,13,3
Lenovo Legion 5 Pro 16IRX9,8499,24.0,Intel Core i7-14700K (14th Generation),16.0,Windows 11 Home,Onyx Grey,1TB SSD M.2,32,False,Integrated 80Wh,SSD M.2,1024.0,2560,1600,79,6,47,36,14,1
Latitude 3450,8499,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Black,512GB SSD M.2,8,False,"3 Cell, integrated 54Wh",SSD M.2,512.0,1920,1080,53,0,5,2,14,3
Lenovo IdeaPad 1 15IAU7,1749,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Cloud Grey,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,47,0,7,1,14,0
Microsoft Surface Studio,10999,24.0,Quad-core Intel Core H35 i7-11370H (11th Gen),14.4,Windows 11 Home,Platinum,2TB SSD,32,True,Up to 18 hours of typical device usage,SSD,2048.0,2400,1600,97,6,49,56,13,1
Asus ExpertBook B1 (B1402CVA-I58512B0D - 13th Gen Intel),2099,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Star Black,512GB SSD M.2,8,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,53,0,65,4,14,0
